filename,filepath,ingredient_type,ingredient_name,freshness_label
0171.jpg,data/vegetable/capciscum/FreshCapciscum/0171.jpg,vegetable,capciscum,fresh
0165.jpg,data/vegetable/capciscum/FreshCapciscum/0165.jpg,vegetable,capciscum,fresh
0603.jpg,data/vegetable/capciscum/FreshCapciscum/0603.jpg,vegetable,capciscum,fresh
0159.jpg,data/vegetable/capciscum/FreshCapciscum/0159.jpg,vegetable,capciscum,fresh
0818.jpg,data/vegetable/capciscum/FreshCapciscum/0818.jpg,vegetable,capciscum,fresh
0830.jpg,data/vegetable/capciscum/FreshCapciscum/0830.jpg,vegetable,capciscum,fresh
0824.jpg,data/vegetable/capciscum/FreshCapciscum/0824.jpg,vegetable,capciscum,fresh
0825.jpg,data/vegetable/capciscum/FreshCapciscum/0825.jpg,vegetable,capciscum,fresh
0831.jpg,data/vegetable/capciscum/FreshCapciscum/0831.jpg,vegetable,capciscum,fresh
0819.jpg,data/vegetable/capciscum/FreshCapciscum/0819.jpg,vegetable,capciscum,fresh
0158.jpg,data/vegetable/capciscum/FreshCapciscum/0158.jpg,vegetable,capciscum,fresh
0164.jpg,data/vegetable/capciscum/FreshCapciscum/0164.jpg,vegetable,capciscum,fresh
0602.jpg,data/vegetable/capciscum/FreshCapciscum/0602.jpg,vegetable,capciscum,fresh
0616.jpg,data/vegetable/capciscum/FreshCapciscum/0616.jpg,vegetable,capciscum,fresh
0170.jpg,data/vegetable/capciscum/FreshCapciscum/0170.jpg,vegetable,capciscum,fresh
0399.jpg,data/vegetable/capciscum/FreshCapciscum/0399.jpg,vegetable,capciscum,fresh
0428.jpg,data/vegetable/capciscum/FreshCapciscum/0428.jpg,vegetable,capciscum,fresh
0400.jpg,data/vegetable/capciscum/FreshCapciscum/0400.jpg,vegetable,capciscum,fresh
0366.jpg,data/vegetable/capciscum/FreshCapciscum/0366.jpg,vegetable,capciscum,fresh
0372.jpg,data/vegetable/capciscum/FreshCapciscum/0372.jpg,vegetable,capciscum,fresh
0414.jpg,data/vegetable/capciscum/FreshCapciscum/0414.jpg,vegetable,capciscum,fresh
0548.jpg,data/vegetable/capciscum/FreshCapciscum/0548.jpg,vegetable,capciscum,fresh
0574.jpg,data/vegetable/capciscum/FreshCapciscum/0574.jpg,vegetable,capciscum,fresh
0212.jpg,data/vegetable/capciscum/FreshCapciscum/0212.jpg,vegetable,capciscum,fresh
0206.jpg,data/vegetable/capciscum/FreshCapciscum/0206.jpg,vegetable,capciscum,fresh
0560.jpg,data/vegetable/capciscum/FreshCapciscum/0560.jpg,vegetable,capciscum,fresh
0789.jpg,data/vegetable/capciscum/FreshCapciscum/0789.jpg,vegetable,capciscum,fresh
0951.jpg,data/vegetable/capciscum/FreshCapciscum/0951.jpg,vegetable,capciscum,fresh
0945.jpg,data/vegetable/capciscum/FreshCapciscum/0945.jpg,vegetable,capciscum,fresh
0979.jpg,data/vegetable/capciscum/FreshCapciscum/0979.jpg,vegetable,capciscum,fresh
0986.jpg,data/vegetable/capciscum/FreshCapciscum/0986.jpg,vegetable,capciscum,fresh
0038.jpg,data/vegetable/capciscum/FreshCapciscum/0038.jpg,vegetable,capciscum,fresh
0010.jpg,data/vegetable/capciscum/FreshCapciscum/0010.jpg,vegetable,capciscum,fresh
0776.jpg,data/vegetable/capciscum/FreshCapciscum/0776.jpg,vegetable,capciscum,fresh
0762.jpg,data/vegetable/capciscum/FreshCapciscum/0762.jpg,vegetable,capciscum,fresh
0004.jpg,data/vegetable/capciscum/FreshCapciscum/0004.jpg,vegetable,capciscum,fresh
0982.jpg,data/vegetable/capciscum/FreshCapciscum/0982.jpg,vegetable,capciscum,fresh
0028.jpg,data/vegetable/capciscum/FreshCapciscum/0028.jpg,vegetable,capciscum,fresh
0766.jpg,data/vegetable/capciscum/FreshCapciscum/0766.jpg,vegetable,capciscum,fresh
0772.jpg,data/vegetable/capciscum/FreshCapciscum/0772.jpg,vegetable,capciscum,fresh
0014.jpg,data/vegetable/capciscum/FreshCapciscum/0014.jpg,vegetable,capciscum,fresh
0941.jpg,data/vegetable/capciscum/FreshCapciscum/0941.jpg,vegetable,capciscum,fresh
0799.jpg,data/vegetable/capciscum/FreshCapciscum/0799.jpg,vegetable,capciscum,fresh
0955.jpg,data/vegetable/capciscum/FreshCapciscum/0955.jpg,vegetable,capciscum,fresh
0969.jpg,data/vegetable/capciscum/FreshCapciscum/0969.jpg,vegetable,capciscum,fresh
0558.jpg,data/vegetable/capciscum/FreshCapciscum/0558.jpg,vegetable,capciscum,fresh
0564.jpg,data/vegetable/capciscum/FreshCapciscum/0564.jpg,vegetable,capciscum,fresh
0202.jpg,data/vegetable/capciscum/FreshCapciscum/0202.jpg,vegetable,capciscum,fresh
0216.jpg,data/vegetable/capciscum/FreshCapciscum/0216.jpg,vegetable,capciscum,fresh
0570.jpg,data/vegetable/capciscum/FreshCapciscum/0570.jpg,vegetable,capciscum,fresh
0438.jpg,data/vegetable/capciscum/FreshCapciscum/0438.jpg,vegetable,capciscum,fresh
0410.jpg,data/vegetable/capciscum/FreshCapciscum/0410.jpg,vegetable,capciscum,fresh
0376.jpg,data/vegetable/capciscum/FreshCapciscum/0376.jpg,vegetable,capciscum,fresh
0362.jpg,data/vegetable/capciscum/FreshCapciscum/0362.jpg,vegetable,capciscum,fresh
0404.jpg,data/vegetable/capciscum/FreshCapciscum/0404.jpg,vegetable,capciscum,fresh
0389.jpg,data/vegetable/capciscum/FreshCapciscum/0389.jpg,vegetable,capciscum,fresh
0148.jpg,data/vegetable/capciscum/FreshCapciscum/0148.jpg,vegetable,capciscum,fresh
0174.jpg,data/vegetable/capciscum/FreshCapciscum/0174.jpg,vegetable,capciscum,fresh
0612.jpg,data/vegetable/capciscum/FreshCapciscum/0612.jpg,vegetable,capciscum,fresh
0606.jpg,data/vegetable/capciscum/FreshCapciscum/0606.jpg,vegetable,capciscum,fresh
0160.jpg,data/vegetable/capciscum/FreshCapciscum/0160.jpg,vegetable,capciscum,fresh
0835.jpg,data/vegetable/capciscum/FreshCapciscum/0835.jpg,vegetable,capciscum,fresh
0821.jpg,data/vegetable/capciscum/FreshCapciscum/0821.jpg,vegetable,capciscum,fresh
0809.jpg,data/vegetable/capciscum/FreshCapciscum/0809.jpg,vegetable,capciscum,fresh
0808.jpg,data/vegetable/capciscum/FreshCapciscum/0808.jpg,vegetable,capciscum,fresh
0820.jpg,data/vegetable/capciscum/FreshCapciscum/0820.jpg,vegetable,capciscum,fresh
0834.jpg,data/vegetable/capciscum/FreshCapciscum/0834.jpg,vegetable,capciscum,fresh
0607.jpg,data/vegetable/capciscum/FreshCapciscum/0607.jpg,vegetable,capciscum,fresh
0161.jpg,data/vegetable/capciscum/FreshCapciscum/0161.jpg,vegetable,capciscum,fresh
0175.jpg,data/vegetable/capciscum/FreshCapciscum/0175.jpg,vegetable,capciscum,fresh
0613.jpg,data/vegetable/capciscum/FreshCapciscum/0613.jpg,vegetable,capciscum,fresh
0149.jpg,data/vegetable/capciscum/FreshCapciscum/0149.jpg,vegetable,capciscum,fresh
0388.jpg,data/vegetable/capciscum/FreshCapciscum/0388.jpg,vegetable,capciscum,fresh
0363.jpg,data/vegetable/capciscum/FreshCapciscum/0363.jpg,vegetable,capciscum,fresh
0405.jpg,data/vegetable/capciscum/FreshCapciscum/0405.jpg,vegetable,capciscum,fresh
0411.jpg,data/vegetable/capciscum/FreshCapciscum/0411.jpg,vegetable,capciscum,fresh
0377.jpg,data/vegetable/capciscum/FreshCapciscum/0377.jpg,vegetable,capciscum,fresh
0439.jpg,data/vegetable/capciscum/FreshCapciscum/0439.jpg,vegetable,capciscum,fresh
0217.jpg,data/vegetable/capciscum/FreshCapciscum/0217.jpg,vegetable,capciscum,fresh
0571.jpg,data/vegetable/capciscum/FreshCapciscum/0571.jpg,vegetable,capciscum,fresh
0565.jpg,data/vegetable/capciscum/FreshCapciscum/0565.jpg,vegetable,capciscum,fresh
0203.jpg,data/vegetable/capciscum/FreshCapciscum/0203.jpg,vegetable,capciscum,fresh
0559.jpg,data/vegetable/capciscum/FreshCapciscum/0559.jpg,vegetable,capciscum,fresh
0968.jpg,data/vegetable/capciscum/FreshCapciscum/0968.jpg,vegetable,capciscum,fresh
0954.jpg,data/vegetable/capciscum/FreshCapciscum/0954.jpg,vegetable,capciscum,fresh
0798.jpg,data/vegetable/capciscum/FreshCapciscum/0798.jpg,vegetable,capciscum,fresh
0940.jpg,data/vegetable/capciscum/FreshCapciscum/0940.jpg,vegetable,capciscum,fresh
0773.jpg,data/vegetable/capciscum/FreshCapciscum/0773.jpg,vegetable,capciscum,fresh
0015.jpg,data/vegetable/capciscum/FreshCapciscum/0015.jpg,vegetable,capciscum,fresh
0001.jpg,data/vegetable/capciscum/FreshCapciscum/0001.jpg,vegetable,capciscum,fresh
0767.jpg,data/vegetable/capciscum/FreshCapciscum/0767.jpg,vegetable,capciscum,fresh
0029.jpg,data/vegetable/capciscum/FreshCapciscum/0029.jpg,vegetable,capciscum,fresh
0983.jpg,data/vegetable/capciscum/FreshCapciscum/0983.jpg,vegetable,capciscum,fresh
0759.jpg,data/vegetable/capciscum/FreshCapciscum/0759.jpg,vegetable,capciscum,fresh
0981.jpg,data/vegetable/capciscum/FreshCapciscum/0981.jpg,vegetable,capciscum,fresh
0017.jpg,data/vegetable/capciscum/FreshCapciscum/0017.jpg,vegetable,capciscum,fresh
0771.jpg,data/vegetable/capciscum/FreshCapciscum/0771.jpg,vegetable,capciscum,fresh
0765.jpg,data/vegetable/capciscum/FreshCapciscum/0765.jpg,vegetable,capciscum,fresh
0003.jpg,data/vegetable/capciscum/FreshCapciscum/0003.jpg,vegetable,capciscum,fresh
0956.jpg,data/vegetable/capciscum/FreshCapciscum/0956.jpg,vegetable,capciscum,fresh
0942.jpg,data/vegetable/capciscum/FreshCapciscum/0942.jpg,vegetable,capciscum,fresh
0229.jpg,data/vegetable/capciscum/FreshCapciscum/0229.jpg,vegetable,capciscum,fresh
0573.jpg,data/vegetable/capciscum/FreshCapciscum/0573.jpg,vegetable,capciscum,fresh
0215.jpg,data/vegetable/capciscum/FreshCapciscum/0215.jpg,vegetable,capciscum,fresh
0201.jpg,data/vegetable/capciscum/FreshCapciscum/0201.jpg,vegetable,capciscum,fresh
0567.jpg,data/vegetable/capciscum/FreshCapciscum/0567.jpg,vegetable,capciscum,fresh
0598.jpg,data/vegetable/capciscum/FreshCapciscum/0598.jpg,vegetable,capciscum,fresh
0349.jpg,data/vegetable/capciscum/FreshCapciscum/0349.jpg,vegetable,capciscum,fresh
0407.jpg,data/vegetable/capciscum/FreshCapciscum/0407.jpg,vegetable,capciscum,fresh
0361.jpg,data/vegetable/capciscum/FreshCapciscum/0361.jpg,vegetable,capciscum,fresh
0375.jpg,data/vegetable/capciscum/FreshCapciscum/0375.jpg,vegetable,capciscum,fresh
0413.jpg,data/vegetable/capciscum/FreshCapciscum/0413.jpg,vegetable,capciscum,fresh
0639.jpg,data/vegetable/capciscum/FreshCapciscum/0639.jpg,vegetable,capciscum,fresh
0163.jpg,data/vegetable/capciscum/FreshCapciscum/0163.jpg,vegetable,capciscum,fresh
0605.jpg,data/vegetable/capciscum/FreshCapciscum/0605.jpg,vegetable,capciscum,fresh
0611.jpg,data/vegetable/capciscum/FreshCapciscum/0611.jpg,vegetable,capciscum,fresh
0177.jpg,data/vegetable/capciscum/FreshCapciscum/0177.jpg,vegetable,capciscum,fresh
0822.jpg,data/vegetable/capciscum/FreshCapciscum/0822.jpg,vegetable,capciscum,fresh
0836.jpg,data/vegetable/capciscum/FreshCapciscum/0836.jpg,vegetable,capciscum,fresh
0188.jpg,data/vegetable/capciscum/FreshCapciscum/0188.jpg,vegetable,capciscum,fresh
0837.jpg,data/vegetable/capciscum/FreshCapciscum/0837.jpg,vegetable,capciscum,fresh
0189.jpg,data/vegetable/capciscum/FreshCapciscum/0189.jpg,vegetable,capciscum,fresh
0823.jpg,data/vegetable/capciscum/FreshCapciscum/0823.jpg,vegetable,capciscum,fresh
0610.jpg,data/vegetable/capciscum/FreshCapciscum/0610.jpg,vegetable,capciscum,fresh
0176.jpg,data/vegetable/capciscum/FreshCapciscum/0176.jpg,vegetable,capciscum,fresh
0162.jpg,data/vegetable/capciscum/FreshCapciscum/0162.jpg,vegetable,capciscum,fresh
0604.jpg,data/vegetable/capciscum/FreshCapciscum/0604.jpg,vegetable,capciscum,fresh
0638.jpg,data/vegetable/capciscum/FreshCapciscum/0638.jpg,vegetable,capciscum,fresh
0374.jpg,data/vegetable/capciscum/FreshCapciscum/0374.jpg,vegetable,capciscum,fresh
0412.jpg,data/vegetable/capciscum/FreshCapciscum/0412.jpg,vegetable,capciscum,fresh
0406.jpg,data/vegetable/capciscum/FreshCapciscum/0406.jpg,vegetable,capciscum,fresh
0360.jpg,data/vegetable/capciscum/FreshCapciscum/0360.jpg,vegetable,capciscum,fresh
0348.jpg,data/vegetable/capciscum/FreshCapciscum/0348.jpg,vegetable,capciscum,fresh
0599.jpg,data/vegetable/capciscum/FreshCapciscum/0599.jpg,vegetable,capciscum,fresh
0200.jpg,data/vegetable/capciscum/FreshCapciscum/0200.jpg,vegetable,capciscum,fresh
0566.jpg,data/vegetable/capciscum/FreshCapciscum/0566.jpg,vegetable,capciscum,fresh
0572.jpg,data/vegetable/capciscum/FreshCapciscum/0572.jpg,vegetable,capciscum,fresh
0214.jpg,data/vegetable/capciscum/FreshCapciscum/0214.jpg,vegetable,capciscum,fresh
0228.jpg,data/vegetable/capciscum/FreshCapciscum/0228.jpg,vegetable,capciscum,fresh
0943.jpg,data/vegetable/capciscum/FreshCapciscum/0943.jpg,vegetable,capciscum,fresh
0957.jpg,data/vegetable/capciscum/FreshCapciscum/0957.jpg,vegetable,capciscum,fresh
0764.jpg,data/vegetable/capciscum/FreshCapciscum/0764.jpg,vegetable,capciscum,fresh
0002.jpg,data/vegetable/capciscum/FreshCapciscum/0002.jpg,vegetable,capciscum,fresh
0016.jpg,data/vegetable/capciscum/FreshCapciscum/0016.jpg,vegetable,capciscum,fresh
0770.jpg,data/vegetable/capciscum/FreshCapciscum/0770.jpg,vegetable,capciscum,fresh
0980.jpg,data/vegetable/capciscum/FreshCapciscum/0980.jpg,vegetable,capciscum,fresh
0758.jpg,data/vegetable/capciscum/FreshCapciscum/0758.jpg,vegetable,capciscum,fresh
0755.jpg,data/vegetable/capciscum/FreshCapciscum/0755.jpg,vegetable,capciscum,fresh
0033.jpg,data/vegetable/capciscum/FreshCapciscum/0033.jpg,vegetable,capciscum,fresh
0027.jpg,data/vegetable/capciscum/FreshCapciscum/0027.jpg,vegetable,capciscum,fresh
0741.jpg,data/vegetable/capciscum/FreshCapciscum/0741.jpg,vegetable,capciscum,fresh
0769.jpg,data/vegetable/capciscum/FreshCapciscum/0769.jpg,vegetable,capciscum,fresh
0796.jpg,data/vegetable/capciscum/FreshCapciscum/0796.jpg,vegetable,capciscum,fresh
0782.jpg,data/vegetable/capciscum/FreshCapciscum/0782.jpg,vegetable,capciscum,fresh
0972.jpg,data/vegetable/capciscum/FreshCapciscum/0972.jpg,vegetable,capciscum,fresh
0966.jpg,data/vegetable/capciscum/FreshCapciscum/0966.jpg,vegetable,capciscum,fresh
0231.jpg,data/vegetable/capciscum/FreshCapciscum/0231.jpg,vegetable,capciscum,fresh
0557.jpg,data/vegetable/capciscum/FreshCapciscum/0557.jpg,vegetable,capciscum,fresh
0543.jpg,data/vegetable/capciscum/FreshCapciscum/0543.jpg,vegetable,capciscum,fresh
0225.jpg,data/vegetable/capciscum/FreshCapciscum/0225.jpg,vegetable,capciscum,fresh
0219.jpg,data/vegetable/capciscum/FreshCapciscum/0219.jpg,vegetable,capciscum,fresh
0594.jpg,data/vegetable/capciscum/FreshCapciscum/0594.jpg,vegetable,capciscum,fresh
0580.jpg,data/vegetable/capciscum/FreshCapciscum/0580.jpg,vegetable,capciscum,fresh
0345.jpg,data/vegetable/capciscum/FreshCapciscum/0345.jpg,vegetable,capciscum,fresh
0423.jpg,data/vegetable/capciscum/FreshCapciscum/0423.jpg,vegetable,capciscum,fresh
0437.jpg,data/vegetable/capciscum/FreshCapciscum/0437.jpg,vegetable,capciscum,fresh
0351.jpg,data/vegetable/capciscum/FreshCapciscum/0351.jpg,vegetable,capciscum,fresh
0379.jpg,data/vegetable/capciscum/FreshCapciscum/0379.jpg,vegetable,capciscum,fresh
0386.jpg,data/vegetable/capciscum/FreshCapciscum/0386.jpg,vegetable,capciscum,fresh
0392.jpg,data/vegetable/capciscum/FreshCapciscum/0392.jpg,vegetable,capciscum,fresh
0621.jpg,data/vegetable/capciscum/FreshCapciscum/0621.jpg,vegetable,capciscum,fresh
0147.jpg,data/vegetable/capciscum/FreshCapciscum/0147.jpg,vegetable,capciscum,fresh
0153.jpg,data/vegetable/capciscum/FreshCapciscum/0153.jpg,vegetable,capciscum,fresh
0635.jpg,data/vegetable/capciscum/FreshCapciscum/0635.jpg,vegetable,capciscum,fresh
0609.jpg,data/vegetable/capciscum/FreshCapciscum/0609.jpg,vegetable,capciscum,fresh
0184.jpg,data/vegetable/capciscum/FreshCapciscum/0184.jpg,vegetable,capciscum,fresh
0190.jpg,data/vegetable/capciscum/FreshCapciscum/0190.jpg,vegetable,capciscum,fresh
0806.jpg,data/vegetable/capciscum/FreshCapciscum/0806.jpg,vegetable,capciscum,fresh
0812.jpg,data/vegetable/capciscum/FreshCapciscum/0812.jpg,vegetable,capciscum,fresh
0813.jpg,data/vegetable/capciscum/FreshCapciscum/0813.jpg,vegetable,capciscum,fresh
0807.jpg,data/vegetable/capciscum/FreshCapciscum/0807.jpg,vegetable,capciscum,fresh
0191.jpg,data/vegetable/capciscum/FreshCapciscum/0191.jpg,vegetable,capciscum,fresh
0185.jpg,data/vegetable/capciscum/FreshCapciscum/0185.jpg,vegetable,capciscum,fresh
0608.jpg,data/vegetable/capciscum/FreshCapciscum/0608.jpg,vegetable,capciscum,fresh
0152.jpg,data/vegetable/capciscum/FreshCapciscum/0152.jpg,vegetable,capciscum,fresh
0634.jpg,data/vegetable/capciscum/FreshCapciscum/0634.jpg,vegetable,capciscum,fresh
0620.jpg,data/vegetable/capciscum/FreshCapciscum/0620.jpg,vegetable,capciscum,fresh
0146.jpg,data/vegetable/capciscum/FreshCapciscum/0146.jpg,vegetable,capciscum,fresh
0393.jpg,data/vegetable/capciscum/FreshCapciscum/0393.jpg,vegetable,capciscum,fresh
0387.jpg,data/vegetable/capciscum/FreshCapciscum/0387.jpg,vegetable,capciscum,fresh
0378.jpg,data/vegetable/capciscum/FreshCapciscum/0378.jpg,vegetable,capciscum,fresh
0436.jpg,data/vegetable/capciscum/FreshCapciscum/0436.jpg,vegetable,capciscum,fresh
0350.jpg,data/vegetable/capciscum/FreshCapciscum/0350.jpg,vegetable,capciscum,fresh
0344.jpg,data/vegetable/capciscum/FreshCapciscum/0344.jpg,vegetable,capciscum,fresh
0422.jpg,data/vegetable/capciscum/FreshCapciscum/0422.jpg,vegetable,capciscum,fresh
0581.jpg,data/vegetable/capciscum/FreshCapciscum/0581.jpg,vegetable,capciscum,fresh
0595.jpg,data/vegetable/capciscum/FreshCapciscum/0595.jpg,vegetable,capciscum,fresh
0218.jpg,data/vegetable/capciscum/FreshCapciscum/0218.jpg,vegetable,capciscum,fresh
0542.jpg,data/vegetable/capciscum/FreshCapciscum/0542.jpg,vegetable,capciscum,fresh
0224.jpg,data/vegetable/capciscum/FreshCapciscum/0224.jpg,vegetable,capciscum,fresh
0230.jpg,data/vegetable/capciscum/FreshCapciscum/0230.jpg,vegetable,capciscum,fresh
0556.jpg,data/vegetable/capciscum/FreshCapciscum/0556.jpg,vegetable,capciscum,fresh
0967.jpg,data/vegetable/capciscum/FreshCapciscum/0967.jpg,vegetable,capciscum,fresh
0973.jpg,data/vegetable/capciscum/FreshCapciscum/0973.jpg,vegetable,capciscum,fresh
0783.jpg,data/vegetable/capciscum/FreshCapciscum/0783.jpg,vegetable,capciscum,fresh
0797.jpg,data/vegetable/capciscum/FreshCapciscum/0797.jpg,vegetable,capciscum,fresh
0768.jpg,data/vegetable/capciscum/FreshCapciscum/0768.jpg,vegetable,capciscum,fresh
0026.jpg,data/vegetable/capciscum/FreshCapciscum/0026.jpg,vegetable,capciscum,fresh
0740.jpg,data/vegetable/capciscum/FreshCapciscum/0740.jpg,vegetable,capciscum,fresh
0754.jpg,data/vegetable/capciscum/FreshCapciscum/0754.jpg,vegetable,capciscum,fresh
0032.jpg,data/vegetable/capciscum/FreshCapciscum/0032.jpg,vegetable,capciscum,fresh
0742.jpg,data/vegetable/capciscum/FreshCapciscum/0742.jpg,vegetable,capciscum,fresh
0024.jpg,data/vegetable/capciscum/FreshCapciscum/0024.jpg,vegetable,capciscum,fresh
0030.jpg,data/vegetable/capciscum/FreshCapciscum/0030.jpg,vegetable,capciscum,fresh
0756.jpg,data/vegetable/capciscum/FreshCapciscum/0756.jpg,vegetable,capciscum,fresh
0018.jpg,data/vegetable/capciscum/FreshCapciscum/0018.jpg,vegetable,capciscum,fresh
0959.jpg,data/vegetable/capciscum/FreshCapciscum/0959.jpg,vegetable,capciscum,fresh
0781.jpg,data/vegetable/capciscum/FreshCapciscum/0781.jpg,vegetable,capciscum,fresh
0795.jpg,data/vegetable/capciscum/FreshCapciscum/0795.jpg,vegetable,capciscum,fresh
0965.jpg,data/vegetable/capciscum/FreshCapciscum/0965.jpg,vegetable,capciscum,fresh
0971.jpg,data/vegetable/capciscum/FreshCapciscum/0971.jpg,vegetable,capciscum,fresh
0226.jpg,data/vegetable/capciscum/FreshCapciscum/0226.jpg,vegetable,capciscum,fresh
0540.jpg,data/vegetable/capciscum/FreshCapciscum/0540.jpg,vegetable,capciscum,fresh
0554.jpg,data/vegetable/capciscum/FreshCapciscum/0554.jpg,vegetable,capciscum,fresh
0232.jpg,data/vegetable/capciscum/FreshCapciscum/0232.jpg,vegetable,capciscum,fresh
0568.jpg,data/vegetable/capciscum/FreshCapciscum/0568.jpg,vegetable,capciscum,fresh
0583.jpg,data/vegetable/capciscum/FreshCapciscum/0583.jpg,vegetable,capciscum,fresh
0597.jpg,data/vegetable/capciscum/FreshCapciscum/0597.jpg,vegetable,capciscum,fresh
0352.jpg,data/vegetable/capciscum/FreshCapciscum/0352.jpg,vegetable,capciscum,fresh
0434.jpg,data/vegetable/capciscum/FreshCapciscum/0434.jpg,vegetable,capciscum,fresh
0420.jpg,data/vegetable/capciscum/FreshCapciscum/0420.jpg,vegetable,capciscum,fresh
0346.jpg,data/vegetable/capciscum/FreshCapciscum/0346.jpg,vegetable,capciscum,fresh
0408.jpg,data/vegetable/capciscum/FreshCapciscum/0408.jpg,vegetable,capciscum,fresh
0391.jpg,data/vegetable/capciscum/FreshCapciscum/0391.jpg,vegetable,capciscum,fresh
0385.jpg,data/vegetable/capciscum/FreshCapciscum/0385.jpg,vegetable,capciscum,fresh
0636.jpg,data/vegetable/capciscum/FreshCapciscum/0636.jpg,vegetable,capciscum,fresh
0150.jpg,data/vegetable/capciscum/FreshCapciscum/0150.jpg,vegetable,capciscum,fresh
0144.jpg,data/vegetable/capciscum/FreshCapciscum/0144.jpg,vegetable,capciscum,fresh
0622.jpg,data/vegetable/capciscum/FreshCapciscum/0622.jpg,vegetable,capciscum,fresh
0178.jpg,data/vegetable/capciscum/FreshCapciscum/0178.jpg,vegetable,capciscum,fresh
0193.jpg,data/vegetable/capciscum/FreshCapciscum/0193.jpg,vegetable,capciscum,fresh
0187.jpg,data/vegetable/capciscum/FreshCapciscum/0187.jpg,vegetable,capciscum,fresh
0839.jpg,data/vegetable/capciscum/FreshCapciscum/0839.jpg,vegetable,capciscum,fresh
0811.jpg,data/vegetable/capciscum/FreshCapciscum/0811.jpg,vegetable,capciscum,fresh
0805.jpg,data/vegetable/capciscum/FreshCapciscum/0805.jpg,vegetable,capciscum,fresh
0804.jpg,data/vegetable/capciscum/FreshCapciscum/0804.jpg,vegetable,capciscum,fresh
0810.jpg,data/vegetable/capciscum/FreshCapciscum/0810.jpg,vegetable,capciscum,fresh
0186.jpg,data/vegetable/capciscum/FreshCapciscum/0186.jpg,vegetable,capciscum,fresh
0838.jpg,data/vegetable/capciscum/FreshCapciscum/0838.jpg,vegetable,capciscum,fresh
0192.jpg,data/vegetable/capciscum/FreshCapciscum/0192.jpg,vegetable,capciscum,fresh
0179.jpg,data/vegetable/capciscum/FreshCapciscum/0179.jpg,vegetable,capciscum,fresh
0145.jpg,data/vegetable/capciscum/FreshCapciscum/0145.jpg,vegetable,capciscum,fresh
0623.jpg,data/vegetable/capciscum/FreshCapciscum/0623.jpg,vegetable,capciscum,fresh
0637.jpg,data/vegetable/capciscum/FreshCapciscum/0637.jpg,vegetable,capciscum,fresh
0151.jpg,data/vegetable/capciscum/FreshCapciscum/0151.jpg,vegetable,capciscum,fresh
0384.jpg,data/vegetable/capciscum/FreshCapciscum/0384.jpg,vegetable,capciscum,fresh
0390.jpg,data/vegetable/capciscum/FreshCapciscum/0390.jpg,vegetable,capciscum,fresh
0409.jpg,data/vegetable/capciscum/FreshCapciscum/0409.jpg,vegetable,capciscum,fresh
0421.jpg,data/vegetable/capciscum/FreshCapciscum/0421.jpg,vegetable,capciscum,fresh
0347.jpg,data/vegetable/capciscum/FreshCapciscum/0347.jpg,vegetable,capciscum,fresh
0353.jpg,data/vegetable/capciscum/FreshCapciscum/0353.jpg,vegetable,capciscum,fresh
0435.jpg,data/vegetable/capciscum/FreshCapciscum/0435.jpg,vegetable,capciscum,fresh
0596.jpg,data/vegetable/capciscum/FreshCapciscum/0596.jpg,vegetable,capciscum,fresh
0582.jpg,data/vegetable/capciscum/FreshCapciscum/0582.jpg,vegetable,capciscum,fresh
0569.jpg,data/vegetable/capciscum/FreshCapciscum/0569.jpg,vegetable,capciscum,fresh
0555.jpg,data/vegetable/capciscum/FreshCapciscum/0555.jpg,vegetable,capciscum,fresh
0233.jpg,data/vegetable/capciscum/FreshCapciscum/0233.jpg,vegetable,capciscum,fresh
0227.jpg,data/vegetable/capciscum/FreshCapciscum/0227.jpg,vegetable,capciscum,fresh
0541.jpg,data/vegetable/capciscum/FreshCapciscum/0541.jpg,vegetable,capciscum,fresh
0970.jpg,data/vegetable/capciscum/FreshCapciscum/0970.jpg,vegetable,capciscum,fresh
0964.jpg,data/vegetable/capciscum/FreshCapciscum/0964.jpg,vegetable,capciscum,fresh
0794.jpg,data/vegetable/capciscum/FreshCapciscum/0794.jpg,vegetable,capciscum,fresh
0780.jpg,data/vegetable/capciscum/FreshCapciscum/0780.jpg,vegetable,capciscum,fresh
0958.jpg,data/vegetable/capciscum/FreshCapciscum/0958.jpg,vegetable,capciscum,fresh
0019.jpg,data/vegetable/capciscum/FreshCapciscum/0019.jpg,vegetable,capciscum,fresh
0031.jpg,data/vegetable/capciscum/FreshCapciscum/0031.jpg,vegetable,capciscum,fresh
0757.jpg,data/vegetable/capciscum/FreshCapciscum/0757.jpg,vegetable,capciscum,fresh
0743.jpg,data/vegetable/capciscum/FreshCapciscum/0743.jpg,vegetable,capciscum,fresh
0025.jpg,data/vegetable/capciscum/FreshCapciscum/0025.jpg,vegetable,capciscum,fresh
0009.jpg,data/vegetable/capciscum/FreshCapciscum/0009.jpg,vegetable,capciscum,fresh
0021.jpg,data/vegetable/capciscum/FreshCapciscum/0021.jpg,vegetable,capciscum,fresh
0747.jpg,data/vegetable/capciscum/FreshCapciscum/0747.jpg,vegetable,capciscum,fresh
0753.jpg,data/vegetable/capciscum/FreshCapciscum/0753.jpg,vegetable,capciscum,fresh
0035.jpg,data/vegetable/capciscum/FreshCapciscum/0035.jpg,vegetable,capciscum,fresh
0960.jpg,data/vegetable/capciscum/FreshCapciscum/0960.jpg,vegetable,capciscum,fresh
